x_0,x_1,x_2,y_0,y_1,y_2,f_res
8,5,8,3,1,2,68.75893368137699
7,6,1,3,2,3,44.67648545935546
8,1,8,1,2,2,60.767535781862996
6,9,5,3,3,2,87.73617809091071
5,4,6,2,1,1,26.573436924869164
8,5,7,3,3,3,100.42399948717437
1,4,7,1,3,3,82.80352190577403
3,3,7,1,1,3,75.64890064634119
9,3,1,2,1,3,29.012958156658208
4,6,1,2,3,3,44.78033235696225
1,7,2,2,2,3,36.300921104016076
9,5,8,3,3,2,101.14476020536111
9,8,9,2,3,1,79.30537237791648
9,8,8,1,2,2,82.26159861077342
9,6,1,3,3,2,53.87047169832468
6,7,5,3,2,2,58.29926879472846
8,3,8,1,1,2,56.42828983763374
