x_0,x_1,x_2,y_0,y_1,y_2,f_res
9,1,2,2,3,3,33.4191127799647
5,6,8,1,3,2,93.10975934884591
6,5,4,2,3,2,51.293574704830235
1,2,5,3,2,2,31.590233361752805
3,2,6,2,1,2,35.43623209372012
7,5,9,3,3,1,68.01069475457518
8,4,9,3,1,1,48.26251610722341
4,6,0,2,2,0,29.08169004717573
2,9,9,1,1,2,62.5529837897442
1,5,5,1,1,3,45.285546789345496
3,4,8,2,3,2,86.81251580849388
7,6,8,2,2,1,48.52427707859232
6,5,5,2,1,3,52.06802983597517
9,1,0,2,2,0,21.0753863369097
4,9,6,1,3,2,83.2087677231192
6,1,5,1,2,2,32.820719987379924
3,5,3,3,2,1,32.39296037721777
1,6,5,2,1,1,23.7486011657529
7,5,9,1,2,1,47.82836056149113
8,2,5,1,1,2,30.641096296477382
8,2,3,1,1,1,0.0
3,8,4,1,3,2,61.68555625103822
4,3,0,3,1,0,18.243598713521408
1,7,3,2,3,3,53.51082382098037
